species,longitude,latitude,Combined,Point_X,Point_Y
Ixodes pacificus,-120.47527,38.76472,-120.47527+38.76472,-41252.78722,83291.0558
Ixodes pacificus,-120.7903,38.9242,-120.7903+38.9242,-68449.44013,101199.2384
Ixodes pacificus,-120.77111,38.94972,-120.77111+38.94972,-66764.29655,104021.937
Ixodes pacificus,-120.48361,38.77444,-120.48361+38.77444,-41971.19035,84375.11003
Ixodes pacificus,-120.48361,38.77444,-120.48361+38.77444,-41971.19035,84375.11003
Ixodes pacificus,-120.48361,38.77444,-120.48361+38.77444,-41971.19035,84375.11003
Ixodes pacificus,-121.04364,38.77137,-121.04364+38.77137,-90578.2859,84425.36803
Ixodes pacificus,-121.04364,38.77137,-121.04364+38.77137,-90578.2859,84425.36803
Ixodes pacificus,-120.5532,38.7019,-120.5532+38.7019,-48057.86088,76345.16099
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874
Ixodes pacificus,-121.4812,38.77159,-121.4812+38.77159,-128551.8975,84955.48856
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952
Ixodes pacificus,-123.7896,40.0663,-123.7896+40.0663,-323074.0665,234280.4907
Ixodes pacificus,-123.7896,40.0663,-123.7896+40.0663,-323074.0665,234280.4907
Ixodes pacificus,-124.0359,40.3358,-124.0359+40.3358,-342785.7535,265053.5477
Ixodes pacificus,-122.81353,39.01781,-122.81353+39.01781,-243346.5971,114929.3618
Ixodes pacificus,-122.81353,39.01781,-122.81353+39.01781,-243346.5971,114929.3618
Ixodes pacificus,-122.949414,39.252777,-122.949414+39.252777,-254283.5128,141387.9497
Ixodes pacificus,-122.949414,39.252777,-122.949414+39.252777,-254283.5128,141387.9497
Ixodes pacificus,-122.708156,38.958886,-122.708156+38.958886,-234422.1672,108117.503
Ixodes pacificus,-122.54274,38.5646,-122.54274+38.5646,-221282.2406,63910.65446
Ixodes pacificus,-117.66,34.236,-117.66+34.236,215513.4625,-417326.7479
Ixodes pacificus,-117.66,34.236,-117.66+34.236,215513.4625,-417326.7479
Ixodes pacificus,-119.61583,37.38583,-119.61583+37.38583,33968.62763,-70025.75247
Ixodes pacificus,-119.59416,37.35888,-119.59416+37.35888,35897.4558,-73013.57434
Ixodes pacificus,-119.59416,37.35888,-119.59416+37.35888,35897.4558,-73013.57434
Ixodes pacificus,-119.58923,37.34915,-119.58923+37.34915,36338.19511,-74093.29528
Ixodes pacificus,-119.58923,37.34915,-119.58923+37.34915,36338.19511,-74093.29528
Ixodes pacificus,-122.52777,37.82166,-122.52777+37.82166,-222181.4736,-18683.29793
Ixodes pacificus,-122.54083,37.83305,-122.54083+37.83305,-223295.2009,-17386.87688
Ixodes pacificus,-122.497,38.0058,-122.497+38.0058,-218938.4538,1708.196087
Ixodes pacificus,-122.497,38.0058,-122.497+38.0058,-218938.4538,1708.196087
Ixodes pacificus,-122.497,38.0058,-122.497+38.0058,-218938.4538,1708.196087
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591
Ixodes pacificus,-122.532792,37.855711,-122.532792+37.855711,-222521.6733,-14887.52395
Ixodes pacificus,-122.532792,37.855711,-122.532792+37.855711,-222521.6733,-14887.52395
Ixodes pacificus,-122.532792,37.855711,-122.532792+37.855711,-222521.6733,-14887.52395
Ixodes pacificus,-122.538607,37.864859,-122.538607+37.864859,-223005.2113,-13857.26964
Ixodes pacificus,-122.538607,37.864859,-122.538607+37.864859,-223005.2113,-13857.26964
Ixodes pacificus,-122.538607,37.864859,-122.538607+37.864859,-223005.2113,-13857.26964
Ixodes pacificus,-119.9611,37.5001,-119.9611+37.5001,3435.383613,-57391.1915
Ixodes pacificus,-119.9611,37.5001,-119.9611+37.5001,3435.383613,-57391.1915
Ixodes pacificus,-119.7269,37.6429,-119.7269+37.6429,24065.76788,-41482.82898
Ixodes pacificus,-119.7139,37.7235,-119.7139+37.7235,25184.2414,-32519.4895
Ixodes pacificus,-119.6736,37.5448,-119.6736+37.5448,28799.90907,-52373.25562
Ixodes pacificus,-119.6511,37.5418,-119.6511+37.5418,30786.3376,-52699.67828
Ixodes pacificus,-119.7269,37.6429,-119.7269+37.6429,24065.76788,-41482.82898
Ixodes pacificus,-119.6736,37.5448,-119.6736+37.5448,28799.90907,-52373.25562
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-122.1488,38.4929,-122.1488+38.4929,-187186.4253,55094.31779
Ixodes pacificus,-121.09514,39.2923,-121.09514+39.2923,-94379.1056,142369.7487
Ixodes pacificus,-121.09514,39.2923,-121.09514+39.2923,-94379.1056,142369.7487
Ixodes pacificus,-121.022,38.2696,-121.022+38.2696,-89301.41926,28631.72092
Ixodes pacificus,-120.85245,39.32278,-120.85245+39.32278,-73434.0343,145542.0608
Ixodes pacificus,-121.01816,39.27011,-121.01816+39.27011,-87771.6415,139829.9255
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206
Ixodes pacificus,-120.94722,39.10555,-120.94722+39.10555,-81839.02697,121478.7817
Ixodes pacificus,-120.94722,39.10555,-120.94722+39.10555,-81839.02697,121478.7817
Ixodes pacificus,-120.94722,39.10555,-120.94722+39.10555,-81839.02697,121478.7817
Ixodes pacificus,-116.876,33.925,-116.876+33.925,288833.0314,-449727.2879
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.2109,38.6532,-121.2109+38.6532,-105262.1081,71463.88591
Ixodes pacificus,-121.2109,38.6532,-121.2109+38.6532,-105262.1081,71463.88591
Ixodes pacificus,-121.2109,38.6532,-121.2109+38.6532,-105262.1081,71463.88591
Ixodes pacificus,-121.2109,38.6532,-121.2109+38.6532,-105262.1081,71463.88591
Ixodes pacificus,-121.1897,38.6481,-121.1897+38.6481,-103426.4085,70873.70073
Ixodes pacificus,-116.914964,34.08715,-116.914964+34.08715,284646.702,-431868.5938
Ixodes pacificus,-116.6256,33.0503,-116.6256+33.0503,315424.9601,-545837.0152
Ixodes pacificus,-116.6256,33.0503,-116.6256+33.0503,315424.9601,-545837.0152
Ixodes pacificus,-116.8779,33.3429,-116.8779+33.3429,290782.3994,-514238.4145
Ixodes pacificus,-120.7437,35.3288,-120.7437+35.3288,-67547.77256,-298411.9645
Ixodes pacificus,-120.7437,35.3288,-120.7437+35.3288,-67547.77256,-298411.9645
Ixodes pacificus,-122.247,37.361,-122.247+37.361,-198721.1977,-70499.74121
Ixodes pacificus,-122.28417,37.466944,-122.28417+37.466944,-201724.132,-58647.52339
Ixodes pacificus,-122.291994,37.44115,-122.291994+37.44115,-202484.2815,-61497.37121
Ixodes pacificus,-122.178762,37.330788,-122.178762+37.330788,-192764.5513,-73998.14283
Ixodes pacificus,-122.255538,37.391334,-122.255538+37.391334,-199395.9334,-67110.75705
Ixodes pacificus,-122.224478,37.373201,-122.224478+37.373201,-196697.9234,-69190.791
Ixodes pacificus,-122.224478,37.373201,-122.224478+37.373201,-196697.9234,-69190.791
Ixodes pacificus,-120.237,34.488,-120.237+34.488,-21758.6725,-391996.1137
Ixodes pacificus,-122.304,38.009,-122.304+38.009,-202010.838,1635.354363
Ixodes pacificus,-122.304,38.009,-122.304+38.009,-202010.838,1635.354363
Ixodes pacificus,-121.60065,37.166243,-121.60065+37.166243,-141930.6936,-93305.88863
Ixodes pacificus,-121.60065,37.166243,-121.60065+37.166243,-141930.6936,-93305.88863
Ixodes pacificus,-121.60065,37.166243,-121.60065+37.166243,-141930.6936,-93305.88863
Ixodes pacificus,-121.60065,37.166243,-121.60065+37.166243,-141930.6936,-93305.88863
Ixodes pacificus,-121.60065,37.166243,-121.60065+37.166243,-141930.6936,-93305.88863
Ixodes pacificus,-121.60065,37.166243,-121.60065+37.166243,-141930.6936,-93305.88863
Ixodes pacificus,-122.151275,37.277758,-122.151275+37.277758,-190466.8102,-79947.0466
Ixodes pacificus,-122.151275,37.277758,-122.151275+37.277758,-190466.8102,-79947.0466
Ixodes pacificus,-122.1785,37.36231,-122.1785+37.36231,-192660.8665,-70495.54712
Ixodes pacificus,-122.148142,37.304645,-122.148142+37.304645,-190121.7574,-76965.31455
Ixodes pacificus,-122.1714,37.0416,-122.1714+37.0416,-192849.4821,-106150.4256
Ixodes pacificus,-121.816,37.078,-121.816+37.078,-161211.7466,-102768.87
Ixodes pacificus,-121.814,36.967,-121.814+36.967,-161270.2757,-115108.1672
Ixodes pacificus,-122.0523,36.97713,-122.0523+36.97713,-182428.5514,-113550.4763
Ixodes pacificus,-122.0523,36.97713,-122.0523+36.97713,-182428.5514,-113550.4763
Ixodes pacificus,-122.042,36.99692,-122.042+36.99692,-181465.7483,-111371.0274
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808
Ixodes pacificus,-122.07889,37.0175,-122.07889+37.0175,-184693.384,-109012.7788
Ixodes pacificus,-122.07889,37.0175,-122.07889+37.0175,-184693.384,-109012.7788
Ixodes pacificus,-122.07889,37.0175,-122.07889+37.0175,-184693.384,-109012.7788
Ixodes pacificus,-122.07889,37.0175,-122.07889+37.0175,-184693.384,-109012.7788
Ixodes pacificus,-122.07889,37.0175,-122.07889+37.0175,-184693.384,-109012.7788
Ixodes pacificus,-122.07889,37.0175,-122.07889+37.0175,-184693.384,-109012.7788
Ixodes pacificus,-122.249,40.9376,-122.249+40.9376,-189471.3283,326821.8261
Ixodes pacificus,-122.293371,40.430836,-122.293371+40.430836,-194569.607,270664.042
Ixodes pacificus,-122.267581,40.472189,-122.267581+40.472189,-192272.1671,275202.3005
Ixodes pacificus,-123.174,41.848,-123.174+41.848,-263994.6131,429995.7528
Ixodes pacificus,-122.13556,41.84096,-122.13556+41.84096,-177658.672,426796.6931
Ixodes pacificus,-122.6591,41.8319,-122.6591+41.8319,-221230.4656,426893.7758
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672
Ixodes pacificus,-122.88416,38.38277,-122.88416+38.38277,-251600.6651,44558.0176
Ixodes pacificus,-122.88416,38.38277,-122.88416+38.38277,-251600.6651,44558.0176
Ixodes pacificus,-122.88416,38.38277,-122.88416+38.38277,-251600.6651,44558.0176
Ixodes pacificus,-122.88416,38.38277,-122.88416+38.38277,-251600.6651,44558.0176
Ixodes pacificus,-122.5477,38.3432,-122.5477+38.3432,-222375.0526,39320.06795
Ixodes pacificus,-122.5477,38.3432,-122.5477+38.3432,-222375.0526,39320.06795
Ixodes pacificus,-122.5477,38.3432,-122.5477+38.3432,-222375.0526,39320.06795
Ixodes pacificus,-123.13072,40.77596,-123.13072+40.77596,-264323.1712,310995.7282
Ixodes pacificus,-122.80578,40.74586,-122.80578+40.74586,-236996.0884,306796.62
Ixodes pacificus,-118.78722,36.51555,-118.78722+36.51555,108467.3008,-166133.644
Ixodes pacificus,-118.78722,36.51555,-118.78722+36.51555,108467.3008,-166133.644
Ixodes pacificus,-120.32888,38.00861,-120.32888+38.00861,-28837.60799,-812.7026069
Ixodes pacificus,-120.40027,38.03638,-120.40027+38.03638,-35084.56704,2298.436842
Ixodes pacificus,-120.40027,38.03638,-120.40027+38.03638,-35084.56704,2298.436842
Ixodes pacificus,-120.40027,38.03638,-120.40027+38.03638,-35084.56704,2298.436842
Ixodes pacificus,-120.40027,38.03638,-120.40027+38.03638,-35084.56704,2298.436842
Ixodes pacificus,-120.40027,38.03638,-120.40027+38.03638,-35084.56704,2298.436842
Ixodes pacificus,-120.40027,38.03638,-120.40027+38.03638,-35084.56704,2298.436842
Ixodes pacificus,-120.21638,38.07138,-120.21638+38.07138,-18956.83619,6136.830443
Ixodes pacificus,-120.27861,38.06777,-120.27861+38.06777,-24410.23422,5749.75459
Ixodes pacificus,-120.21638,38.07138,-120.21638+38.07138,-18956.83619,6136.830443
Ixodes pacificus,-120.399,38.0332,-120.399+38.0332,-34974.73347,1944.461313
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.3127,39.908,-122.3127+39.908,-197625.6209,212648.074
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
