species,longitude,latitude,Combined,Point_X,Point_Y
Ixodes pacificus,-122.533248,37.862009,-122.533248+37.862009,-222543.0215,-14186.57426
Ixodes pacificus,-122.533248,37.862009,-122.533248+37.862009,-222543.0215,-14186.57426
Ixodes pacificus,-119.8418,37.6658,-119.8418+37.6658,13936.93777,-38960.15895
Ixodes pacificus,-119.8418,37.6658,-119.8418+37.6658,13936.93777,-38960.15895
Ixodes pacificus,-119.9611,37.5001,-119.9611+37.5001,3435.383613,-57391.1915
Ixodes pacificus,-119.9611,37.5001,-119.9611+37.5001,3435.383613,-57391.1915
Ixodes pacificus,-120.00586,37.60566,-120.00586+37.60566,-515.489541,-45657.28958
Ixodes pacificus,-119.91997,37.55522,-119.91997+37.55522,7061.336897,-51261.50956
Ixodes pacificus,-119.7139,37.7233,-119.7139+37.7233,25184.3085,-32541.7227
Ixodes pacificus,-119.40388,37.32676,-119.40388+37.32676,52749.88064,-76495.09664
Ixodes pacificus,-119.39137,37.32338,-119.39137+37.32338,53859.24742,-76863.78235
Ixodes pacificus,-122.97444,38.90444,-122.97444+38.90444,-257654.8322,102759.7165
Ixodes pacificus,-123.00844,39.06881,-123.00844+39.06881,-260019.4351,121112.4117
Ixodes pacificus,-122.5081,38.53918,-122.5081+38.53918,-218343.1256,61005.68227
Ixodes pacificus,-122.25296,38.27978,-122.25296+38.27978,-196821.3246,31620.72093
Ixodes pacificus,-122.5085,38.5433,-122.5085+38.5433,-218365.8238,61464.41935
Ixodes pacificus,-122.5085,38.5433,-122.5085+38.5433,-218365.8238,61464.41935
Ixodes pacificus,-122.5992,38.6834,-122.5992+38.6834,-225832.5004,77244.40652
Ixodes pacificus,-122.5992,38.6834,-122.5992+38.6834,-225832.5004,77244.40652
Ixodes pacificus,-122.2868,38.2975,-122.2868+38.2975,-199729.5681,33660.75281
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799
Ixodes pacificus,-121.1947,39.2916,-121.1947+39.2916,-102959.8281,142395.5774
Ixodes pacificus,-121.09733,39.2922,-121.09733+39.2922,-94567.96212,142360.8185
Ixodes pacificus,-121.030821,39.122,-121.030821+39.122,-89042.03296,123382.2791
Ixodes pacificus,-121.265316,39.277861,-121.265316+39.277861,-109065.6411,140947.8227
Ixodes pacificus,-121.265316,39.277861,-121.265316+39.277861,-109065.6411,140947.8227
Ixodes pacificus,-121.265316,39.277861,-121.265316+39.277861,-109065.6411,140947.8227
Ixodes pacificus,-121.269178,39.271417,-121.269178+39.271417,-109408.1015,140236.1976
Ixodes pacificus,-121.239622,39.283504,-121.239622+39.283504,-106842.817,141545.6312
Ixodes pacificus,-121.239622,39.283504,-121.239622+39.283504,-106842.817,141545.6312
Ixodes pacificus,-117.739,33.539,-117.739+33.539,210082.3731,-494784.0229
Ixodes pacificus,-117.5527,33.5656,-117.5527+33.5656,227312.6579,-491406.1953
Ixodes pacificus,-117.5527,33.5656,-117.5527+33.5656,227312.6579,-491406.1953
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455
Ixodes pacificus,-117.4858,33.3349,-117.4858+33.3349,234203.1536,-516807.7766
Ixodes pacificus,-117.573943,33.751762,-117.573943+33.751762,224811.8496,-470822.2722
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785
Ixodes pacificus,-117.4532,33.6522,-117.4532+33.6522,236294.4025,-481564.7326
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785
Ixodes pacificus,-120.95361,38.975,-120.95361+38.975,-82537.0467,106975.3007
Ixodes pacificus,-120.95361,38.975,-120.95361+38.975,-82537.0467,106975.3007
Ixodes pacificus,-121.02472,39.91055,-121.02472+39.91055,-87568.01312,210994.098
Ixodes pacificus,-120.9,39.96972,-120.9+39.96972,-76847.80481,217458.9063
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.5,33.8364,-117.5+33.8364,231414.7447,-461261.4781
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.2723,33.5498,-117.2723+33.5498,253400.5019,-492446.351
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.2723,33.5498,-117.2723+33.5498,253400.5019,-492446.351
Ixodes pacificus,-116.62166,33.61638,-116.62166+33.61638,313557.9112,-483123.0772
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.283759,33.509893,-117.283759+33.509893,252463.003,-496899.2412
Ixodes pacificus,-117.283759,33.509893,-117.283759+33.509893,252463.003,-496899.2412
Ixodes pacificus,-117.269282,33.544223,-117.269282+33.544223,253698.598,-493056.3104
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.211395,38.648568,-121.211395+38.648568,-105311.7145,70949.60074
Ixodes pacificus,-121.211395,38.648568,-121.211395+38.648568,-105311.7145,70949.60074
Ixodes pacificus,-120.9444,36.3989,-120.9444+36.3989,-84592.23814,-179369.751
Ixodes pacificus,-121.1828,36.4893,-121.1828+36.4893,-105820.2737,-169084.601
Ixodes pacificus,-117.02467,35.04632,-117.02467+35.04632,271187.6243,-325789.9198
Ixodes pacificus,-116.58359,34.05878,-116.58359+34.05878,315322.218,-433965.3668
Ixodes pacificus,-117.451,34.1972,-117.451+34.1972,234873.4877,-421133.6895
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931
Ixodes pacificus,-117.18116,34.185093,-117.18116+34.185093,259770.2912,-421772.4522
Ixodes pacificus,-117.06304,34.076071,-117.06304+34.076071,271026.7913,-433530.9298
Ixodes pacificus,-117.331906,34.197037,-117.331906+34.197037,245844.8346,-420849.8398
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931
Ixodes pacificus,-117.3245,33.437,-117.3245+33.437,248905.3321,-505084.1476
Ixodes pacificus,-121.605,37.651,-121.605+37.651,-141404.1784,-39420.10768
Ixodes pacificus,-121.605,37.651,-121.605+37.651,-141404.1784,-39420.10768
Ixodes pacificus,-121.605,37.651,-121.605+37.651,-141404.1784,-39420.10768
Ixodes pacificus,-121.6048,37.6526,-121.6048+37.6526,-141383.549,-39242.56574
Ixodes pacificus,-121.0902,38.1908,-121.0902+38.1908,-95361.21908,19938.90059
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756
Ixodes pacificus,-120.6707,35.4894,-120.6707+35.4894,-60791.24936,-280624.6743
Ixodes pacificus,-120.7437,35.3288,-120.7437+35.3288,-67547.77256,-298411.9645
Ixodes pacificus,-122.247,37.361,-122.247+37.361,-198721.1977,-70499.74121
Ixodes pacificus,-122.247,37.361,-122.247+37.361,-198721.1977,-70499.74121
Ixodes pacificus,-122.241955,37.406028,-122.241955+37.406028,-198156.7531,-65506.26505
Ixodes pacificus,-122.154322,37.273131,-122.154322+37.273131,-190748.223,-80455.12914
Ixodes pacificus,-122.178762,37.330788,-122.178762+37.330788,-192764.5513,-73998.14283
Ixodes pacificus,-122.178762,37.330788,-122.178762+37.330788,-192764.5513,-73998.14283
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929
Ixodes pacificus,-122.224478,37.373201,-122.224478+37.373201,-196697.9234,-69190.791
Ixodes pacificus,-122.224478,37.373201,-122.224478+37.373201,-196697.9234,-69190.791
Ixodes pacificus,-119.77916,34.41805,-119.77916+34.41805,20295.34735,-399762.3776
Ixodes pacificus,-122.154794,37.310448,-122.154794+37.310448,-190695.7366,-76307.05127
Ixodes pacificus,-122.154794,37.310448,-122.154794+37.310448,-190695.7366,-76307.05127
Ixodes pacificus,-121.919038,37.191536,-121.919038+37.191536,-170102.1528,-89970.89218
Ixodes pacificus,-121.919038,37.191536,-121.919038+37.191536,-170102.1528,-89970.89218
Ixodes pacificus,-122.067611,37.226826,-122.067611+37.226826,-183184.089,-85772.12789
Ixodes pacificus,-122.067611,37.226826,-122.067611+37.226826,-183184.089,-85772.12789
Ixodes pacificus,-122.067611,37.226826,-122.067611+37.226826,-183184.089,-85772.12789
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238
Ixodes pacificus,-121.9051,37.0145,-121.9051+37.0145,-169262.2578,-109670.5814
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238
Ixodes pacificus,-121.895248,36.99705,-121.895248+36.99705,-168425.8203,-111627.3763
Ixodes pacificus,-122.006,36.995,-122.006+36.995,-178271.5249,-111652.6927
Ixodes pacificus,-122.23777,40.87472,-122.23777+40.87472,-188690.1356,319821.5549
Ixodes pacificus,-122.32111,40.80027,-122.32111+40.80027,-195918.3945,311728.2992
Ixodes pacificus,-122.67004,40.64205,-122.67004+40.64205,-225858.1223,294944.5724
Ixodes pacificus,-122.67004,40.64205,-122.67004+40.64205,-225858.1223,294944.5724
Ixodes pacificus,-122.34055,40.775,-122.34055+40.775,-197628.1968,308964.1391
Ixodes pacificus,-122.36944,40.88722,-122.36944+40.88722,-199755.7749,321478.4479
Ixodes pacificus,-122.36944,40.88722,-122.36944+40.88722,-199755.7749,321478.4479
Ixodes pacificus,-122.24888,40.92638,-122.24888+40.92638,-189490.7592,325576.5224
Ixodes pacificus,-122.34055,40.775,-122.34055+40.775,-197628.1968,308964.1391
Ixodes pacificus,-122.34055,40.775,-122.34055+40.775,-197628.1968,308964.1391
Ixodes pacificus,-122.24055,40.88027,-122.24055+40.88027,-188909.9467,320442.9998
Ixodes pacificus,-122.35,40.16666,-122.35+40.16666,-200100.2378,241450.6494
Ixodes pacificus,-122.2527,40.8705,-122.2527+40.8705,-189959.9432,319383.0547
Ixodes pacificus,-122.4211,41.4516,-122.4211+41.4516,-202510.8729,384198.0213
Ixodes pacificus,-122.25305,40.94194,-122.25305+40.94194,-189801.0193,327311.5252
Ixodes pacificus,-122.25305,40.94194,-122.25305+40.94194,-189801.0193,327311.5252
Ixodes pacificus,-122.24739,40.94267,-122.24739+40.94267,-189322.3766,327381.2144
Ixodes pacificus,-122.24739,40.94267,-122.24739+40.94267,-189322.3766,327381.2144
Ixodes pacificus,-122.31973,40.7987,-122.31973+40.7987,-195806.1992,311551.2086
Ixodes pacificus,-122.26763,40.4675,-122.26763+40.4675,-192288.774,274681.849
Ixodes pacificus,-122.44692,40.60805,-122.44692+40.60805,-207086.1575,290661.4128
Ixodes pacificus,-122.26763,40.4675,-122.26763+40.4675,-192288.774,274681.849
Ixodes pacificus,-122.15023,40.52259,-122.15023+40.52259,-182196.5432,280565.7823
Ixodes pacificus,-122.246993,40.940079,-122.246993+40.940079,-189295.7545,327092.9055
Ixodes pacificus,-122.09555,38.50722,-122.09555+38.50722,-182513.2636,56581.90986
Ixodes pacificus,-122.09555,38.50722,-122.09555+38.50722,-182513.2636,56581.90986
Ixodes pacificus,-122.010086,38.336211,-122.010086+38.336211,-175473.8179,37415.35659
Ixodes pacificus,-122.19149,38.187753,-122.19149+38.187753,-191688.6173,21267.42932
Ixodes pacificus,-123.0086,38.5412,-123.0086+38.5412,-261893.9401,62497.73711
Ixodes pacificus,-123.0086,38.5412,-123.0086+38.5412,-261893.9401,62497.73711
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672
Ixodes pacificus,-122.88416,38.38277,-122.88416+38.38277,-251600.6651,44558.0176
Ixodes pacificus,-122.88416,38.38277,-122.88416+38.38277,-251600.6651,44558.0176
Ixodes pacificus,-122.48621,38.29981,-122.48621+38.29981,-217135.6102,34355.85637
Ixodes pacificus,-122.48621,38.29981,-122.48621+38.29981,-217135.6102,34355.85637
Ixodes pacificus,-122.639072,38.400772,-122.639072+38.400772,-230170.3181,45935.6029
Ixodes pacificus,-122.7867,40.71709,-122.7867+40.71709,-235478.784,303556.3878
Ixodes pacificus,-122.7867,40.71709,-122.7867+40.71709,-235478.784,303556.3878
Ixodes pacificus,-122.80759,40.73165,-122.80759+40.73165,-237195.6409,305224.2377
Ixodes pacificus,-122.80759,40.73165,-122.80759+40.73165,-237195.6409,305224.2377
Ixodes pacificus,-122.80578,40.74586,-122.80578+40.74586,-236996.0884,306796.62
Ixodes pacificus,-122.80578,40.74586,-122.80578+40.74586,-236996.0884,306796.62
Ixodes pacificus,-122.91273,40.67728,-122.91273+40.67728,-246260.9779,299458.6816
Ixodes pacificus,-122.91273,40.67728,-122.91273+40.67728,-246260.9779,299458.6816
Ixodes pacificus,-122.9504,40.6479,-122.9504+40.6479,-249546.3314,296296.73
Ixodes pacificus,-122.9504,40.6479,-122.9504+40.6479,-249546.3314,296296.73
Ixodes pacificus,-123.04301,40.57964,-123.04301+40.57964,-257619.9387,288969.0953
Ixodes pacificus,-123.04301,40.57964,-123.04301+40.57964,-257619.9387,288969.0953
Ixodes pacificus,-122.77774,40.77433,-122.77774+40.77433,-234535.7112,309886.208
Ixodes pacificus,-122.77774,40.77433,-122.77774+40.77433,-234535.7112,309886.208
Ixodes pacificus,-122.77068,40.78626,-122.77068+40.78626,-233901.0749,311192.621
Ixodes pacificus,-123.129694,40.784257,-123.129694+40.784257,-264206.1777,311913.4666
Ixodes pacificus,-123.205909,40.739207,-123.205909+40.739207,-270806.8753,307129.942
Ixodes pacificus,-120.6675,38.06777,-120.6675+38.06777,-58483.75444,5919.767169
Ixodes pacificus,-120.398,38.0385,-120.398+38.0385,-34884.60187,2533.270017
Ixodes pacificus,-120.398,38.0385,-120.398+38.0385,-34884.60187,2533.270017
Ixodes pacificus,-119.7881,37.9542,-119.7881+37.9542,18595.69611,-6890.52147
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041
Ixodes pacificus,-119.01416,34.07166,-119.01416+34.07166,90993.46454,-437745.4009
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038
Ixodes pacificus,-121.108157,39.427476,-121.108157+39.427476,-95325.29583,157403.6358
Ixodes pacificus,-121.108157,39.427476,-121.108157+39.427476,-95325.29583,157403.6358
Ixodes pacificus,-121.108157,39.427476,-121.108157+39.427476,-95325.29583,157403.6358
