"species","longitude","latitude"
"Ixodes pacificus",-121.1871,38.6493
"Ixodes pacificus",-121.2109,38.6532
"Ixodes pacificus",-121.2109,38.6532
"Ixodes pacificus",-121.2109,38.6532
"Ixodes pacificus",-121.2109,38.6532
"Ixodes pacificus",-121.1897,38.6481
"Ixodes pacificus",-116.914964,34.08715
"Ixodes pacificus",-116.6256,33.0503
"Ixodes pacificus",-116.6256,33.0503
"Ixodes pacificus",-116.8779,33.3429
"Ixodes pacificus",-120.7437,35.3288
"Ixodes pacificus",-120.7437,35.3288
"Ixodes pacificus",-122.247,37.361
"Ixodes pacificus",-122.28417,37.466944
"Ixodes pacificus",-122.291994,37.44115
"Ixodes pacificus",-122.178762,37.330788
"Ixodes pacificus",-122.255538,37.391334
"Ixodes pacificus",-122.224478,37.373201
"Ixodes pacificus",-122.224478,37.373201
"Ixodes pacificus",-120.237,34.488
"Ixodes pacificus",-122.304,38.009
"Ixodes pacificus",-122.304,38.009
"Ixodes pacificus",-121.60065,37.166243
"Ixodes pacificus",-121.60065,37.166243
"Ixodes pacificus",-121.60065,37.166243
"Ixodes pacificus",-121.60065,37.166243
"Ixodes pacificus",-121.60065,37.166243
"Ixodes pacificus",-121.60065,37.166243
"Ixodes pacificus",-122.151275,37.277758
"Ixodes pacificus",-122.151275,37.277758
"Ixodes pacificus",-122.1785,37.36231
"Ixodes pacificus",-122.148142,37.304645
"Ixodes pacificus",-122.1714,37.0416
"Ixodes pacificus",-121.816,37.078
"Ixodes pacificus",-121.814,36.967
"Ixodes pacificus",-122.0523,36.97713
"Ixodes pacificus",-122.0523,36.97713
"Ixodes pacificus",-122.042,36.99692
"Ixodes pacificus",-122.078889,37.0175
"Ixodes pacificus",-122.078889,37.0175
"Ixodes pacificus",-122.078889,37.0175
"Ixodes pacificus",-122.078889,37.0175
"Ixodes pacificus",-122.07889,37.0175
"Ixodes pacificus",-122.07889,37.0175
"Ixodes pacificus",-122.07889,37.0175
"Ixodes pacificus",-122.07889,37.0175
"Ixodes pacificus",-122.07889,37.0175
"Ixodes pacificus",-122.07889,37.0175
"Ixodes pacificus",-122.249,40.9376
"Ixodes pacificus",-122.293371,40.430836
"Ixodes pacificus",-122.267581,40.472189
"Ixodes pacificus",-123.174,41.848
"Ixodes pacificus",-122.13556,41.84096
"Ixodes pacificus",-122.6591,41.8319
"Ixodes pacificus",-122.5417,38.343
"Ixodes pacificus",-122.5417,38.343
"Ixodes pacificus",-122.5417,38.343
"Ixodes pacificus",-122.5417,38.343
"Ixodes pacificus",-122.88416,38.38277
"Ixodes pacificus",-122.88416,38.38277
"Ixodes pacificus",-122.88416,38.38277
"Ixodes pacificus",-122.88416,38.38277
"Ixodes pacificus",-122.5477,38.3432
"Ixodes pacificus",-122.5477,38.3432
"Ixodes pacificus",-122.5477,38.3432
"Ixodes pacificus",-123.13072,40.77596
"Ixodes pacificus",-122.80578,40.74586
"Ixodes pacificus",-118.78722,36.51555
"Ixodes pacificus",-118.78722,36.51555
"Ixodes pacificus",-120.32888,38.00861
"Ixodes pacificus",-120.40027,38.03638
"Ixodes pacificus",-120.40027,38.03638
"Ixodes pacificus",-120.40027,38.03638
"Ixodes pacificus",-120.40027,38.03638
"Ixodes pacificus",-120.40027,38.03638
"Ixodes pacificus",-120.40027,38.03638
"Ixodes pacificus",-120.21638,38.07138
"Ixodes pacificus",-120.27861,38.06777
"Ixodes pacificus",-120.21638,38.07138
"Ixodes pacificus",-120.399,38.0332
"Ixodes pacificus",-122.2428,38.8298
"Ixodes pacificus",-122.3127,39.908
"Ixodes pacificus",-122.2428,38.8298
"Ixodes pacificus",-122.2428,38.8298
"Ixodes pacificus",-122.2428,38.8298
"Ixodes pacificus",-122.2428,38.8298
"Ixodes pacificus",-122.2428,38.8298
