species,longitude,latitude,combined,Point_X,Point_Y
Ixodes pacificus,-121.7556,39.87001,-121.7556+39.87001,-150104.3065,207406.8671
Ixodes pacificus,-121.44997,39.52121,-121.44997+39.52121,-124567.586,168215.0122
Ixodes pacificus,-120.5572,38.356,-120.5572+38.356,-48631.32701,37897.83963
Ixodes pacificus,-120.53017,38.38017,-120.53017+38.38017,-46257.14758,40571.07203
Ixodes pacificus,-120.8715,38.242,-120.8715+38.242,-76179.30664,25432.39063
Ixodes pacificus,-120.8715,38.242,-120.8715+38.242,-76179.30664,25432.39063
Ixodes pacificus,-120.7295,38.3066,-120.7295+38.3066,-63711.67413,32508.57977
Ixodes pacificus,-120.8715,38.242,-120.8715+38.242,-76179.30664,25432.39063
Ixodes pacificus,-120.8715,38.242,-120.8715+38.242,-76179.30664,25432.39063
Ixodes pacificus,-122.711546,39.333426,-122.711546+39.333426,-233525.1882,149734.6852
Ixodes pacificus,-122.163,37.924,-122.163+37.924,-189865.8995,-8102.60398
Ixodes pacificus,-122.24581,37.90472,-122.24581+37.90472,-197184.3495,-10076.28846
Ixodes pacificus,-122.2586,37.9059,-122.2586+37.9059,-198303.9941,-9918.472046
Ixodes pacificus,-122.22147,37.8802,-122.22147+37.8802,-195111.5172,-12851.70167
Ixodes pacificus,-122.25001,37.8949,-122.25001+37.8949,-197578.9516,-11158.8967
Ixodes pacificus,-122.2467,37.89244,-122.2467+37.89244,-197294.8249,-11439.18345
Ixodes pacificus,-122.2467,37.89244,-122.2467+37.89244,-197294.8249,-11439.18345
Ixodes pacificus,-122.26015,37.90338,-122.26015+37.90338,-198446.736,-10195.28991
Ixodes pacificus,-122.26015,37.90338,-122.26015+37.90338,-198446.736,-10195.28991
Ixodes pacificus,-122.2603,37.9039,-122.2603+37.9039,-198458.526,-10137.18556
Ixodes pacificus,-122.26879,37.9127,-122.26879+37.9127,-199180.418,-9141.391726
Ixodes pacificus,-122.24581,37.90472,-122.24581+37.90472,-197184.3495,-10076.28846
Ixodes pacificus,-122.26879,37.9127,-122.26879+37.9127,-199180.418,-9141.391726
Ixodes pacificus,-122.310319,37.950137,-122.310319+37.950137,-202724.2111,-4892.827624
Ixodes pacificus,-122.221106,38.047025,-122.221106+38.047025,-194645.1253,5687.853166
Ixodes pacificus,-122.124217,37.956981,-122.124217+37.956981,-186379.9829,-4514.102314
Ixodes pacificus,-122.124217,37.956981,-122.124217+37.956981,-186379.9829,-4514.102314
Ixodes pacificus,-122.124217,37.956981,-122.124217+37.956981,-186379.9829,-4514.102314
Ixodes pacificus,-122.223461,37.882603,-122.223461+37.882603,-195280.0913,-12580.54178
Ixodes pacificus,-120.7095,38.7052,-120.7095+38.7052,-61633.37821,76802.38359
Ixodes pacificus,-120.4366,38.7765,-120.4366+38.7765,-37890.18755,84584.28252
Ixodes pacificus,-120.48111,38.765,-120.48111+38.765,-41759.54281,83324.73503
Ixodes pacificus,-121.04359,38.77139,-121.04359+38.77139,-90573.92201,84427.54319
Ixodes pacificus,-121.04381,38.77111,-121.04381+38.77111,-90593.35808,84396.63243
Ixodes pacificus,-120.95967,38.82208,-120.95967+38.82208,-83233.58412,89984.60899
Ixodes pacificus,-120.95967,38.82208,-120.95967+38.82208,-83233.58412,89984.60899
Ixodes pacificus,-120.94631,38.82447,-120.94631+38.82447,-82072.22337,90238.59999
Ixodes pacificus,-120.92182,38.81427,-120.92182+38.81427,-79959.2997,89083.98298
Ixodes pacificus,-120.89362,38.80169,-120.89362+38.80169,-77526.43087,87662.33567
Ixodes pacificus,-120.89362,38.80169,-120.89362+38.80169,-77526.43087,87662.33567
Ixodes pacificus,-120.76759,38.89705,-120.76759+38.89705,-66506.92495,98165.50106
Ixodes pacificus,-120.81817,38.87264,-120.81817+38.87264,-70912.75101,95489.1009
Ixodes pacificus,-121.11098,38.75846,-121.11098+38.75846,-96439.40232,83056.89045
Ixodes pacificus,-120.89362,38.80169,-120.89362+38.80169,-77526.43087,87662.33567
Ixodes pacificus,-120.89362,38.80169,-120.89362+38.80169,-77526.43087,87662.33567
Ixodes pacificus,-121.04364,38.77137,-121.04364+38.77137,-90578.2859,84425.36803
Ixodes pacificus,-121.0481,38.77159,-121.0481+38.77159,-90965.09134,84454.09033
Ixodes pacificus,-121.0481,38.77159,-121.0481+38.77159,-90965.09134,84454.09033
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952
Ixodes pacificus,-121.04182,38.77159,-121.04182+38.77159,-90420.06245,84448.08291
Ixodes pacificus,-121.04182,38.77159,-121.04182+38.77159,-90420.06245,84448.08291
Ixodes pacificus,-121.0442,38.7706,-121.0442+38.7706,-90627.82997,84340.32058
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952
Ixodes pacificus,-123.6117,40.1763,-123.6117+40.1763,-307449.7082,245898.1587
Ixodes pacificus,-124.0359,40.3358,-124.0359+40.3358,-342785.7535,265053.5477
Ixodes pacificus,-123.9973,40.1385,-123.9973+40.1385,-340432.8835,243020.4298
Ixodes pacificus,-123.661,40.085,-123.661+40.085,-312035.8709,235925.3685
Ixodes pacificus,-118.28942,36.781864,-118.28942+36.781864,152450.3994,-135853.5582
Ixodes pacificus,-118.908,34.871,-118.908+34.871,99769.82842,-348936.1441
Ixodes pacificus,-118.908,34.871,-118.908+34.871,99769.82842,-348936.1441
Ixodes pacificus,-122.81353,39.01781,-122.81353+39.01781,-243346.5971,114929.3618
Ixodes pacificus,-122.81353,39.01781,-122.81353+39.01781,-243346.5971,114929.3618
Ixodes pacificus,-122.93722,39.44361,-122.93722+39.44361,-252575.6401,162552.1927
Ixodes pacificus,-122.81352,39.0178,-122.81352+39.0178,-243345.7654,114928.2251
Ixodes pacificus,-122.90622,38.93461,-122.90622+38.93461,-251644.4846,105928.2026
Ixodes pacificus,-122.71688,38.83477,-122.71688+38.83477,-235572.3987,94349.4348
Ixodes pacificus,-122.6369,38.91876,-122.6369+38.91876,-228379.7466,103485.4642
Ixodes pacificus,-122.88555,39.0425,-122.88555+39.0425,-249490.3421,117859.4489
Ixodes pacificus,-122.52255,38.98071,-122.52255+38.98071,-218295.1479,110099.0904
Ixodes pacificus,-122.41435,39.00819,-122.41435+39.00819,-208856.0426,112908.5796
Ixodes pacificus,-122.9433,39.4473,-122.9433+39.4473,-253085.5746,162978.2558
Ixodes pacificus,-122.9391,39.4413,-122.9391+39.4413,-252745.2093,162300.63
Ixodes pacificus,-122.7708,38.9611,-122.7708+38.9611,-239836.0376,108520.1602
Ixodes pacificus,-122.7708,38.9611,-122.7708+38.9611,-239836.0376,108520.1602
Ixodes pacificus,-122.7708,38.9611,-122.7708+38.9611,-239836.0376,108520.1602
Ixodes pacificus,-122.7708,38.9611,-122.7708+38.9611,-239836.0376,108520.1602
Ixodes pacificus,-122.588056,38.9233,-122.588056+38.9233,-224136.6747,103873.3187
Ixodes pacificus,-121.27781,41.02158,-121.27781+41.02158,-107532.2886,334620.3906
Ixodes pacificus,-118.024,34.178,-118.024+34.178,182128.7345,-424523.3659
Ixodes pacificus,-118.0241,34.1775,-118.0241+34.1775,182120.6748,-424579.0179
Ixodes pacificus,-118.14444,34.26583,-118.14444+34.26583,170838.5564,-415004.904
Ixodes pacificus,-118.14444,34.26583,-118.14444+34.26583,170838.5564,-415004.904
Ixodes pacificus,-118.14444,34.26583,-118.14444+34.26583,170838.5564,-415004.904
Ixodes pacificus,-118.14444,34.26583,-118.14444+34.26583,170838.5564,-415004.904
Ixodes pacificus,-118.87888,34.05555,-118.87888+34.05555,103500.295,-439393.6171
Ixodes pacificus,-118.52722,34.15361,-118.52722+34.15361,135793.4336,-428072.5365
Ixodes pacificus,-117.9973,34.17708,-117.9973+34.17708,184591.4612,-424573.774
Ixodes pacificus,-118.3347,33.355,-118.3347+33.355,155097.755,-516323.375
Ixodes pacificus,-118.33908,33.33894,-118.33908+33.33894,154721.0506,-518110.2816
Ixodes pacificus,-118.34166,33.337,-118.34166+33.337,154484.5009,-518329.4748
Ixodes pacificus,-118.18056,34.43944,-118.18056+34.43944,167143.8022,-395808.4656
Ixodes pacificus,-118.13035,34.47396,-118.13035+34.47396,171680.2071,-391888.5984
Ixodes pacificus,-118.9,34.14608,-118.9+34.14608,101434.1158,-429374.2215
Ixodes pacificus,-117.795419,34.129236,-117.795419+34.129236,203319.1916,-429467.3265
Ixodes pacificus,-117.795419,34.129236,-117.795419+34.129236,203319.1916,-429467.3265
Ixodes pacificus,-117.474,34.0751,-117.474+34.0751,233115.5607,-434731.2345
Ixodes pacificus,-117.474,34.0751,-117.474+34.0751,233115.5607,-434731.2345
Ixodes pacificus,-118.283139,34.130914,-118.283139+34.130914,158341.3359,-430211.4488
Ixodes pacificus,-118.283139,34.130914,-118.283139+34.130914,158341.3359,-430211.4488
Ixodes pacificus,-118.283139,34.130914,-118.283139+34.130914,158341.3359,-430211.4488
Ixodes pacificus,-118.916932,34.480457,-118.916932+34.480457,99449.01487,-392292.3748
Ixodes pacificus,-122.5302,37.8426,-122.5302+37.8426,-222332.8953,-16350.59479
Ixodes pacificus,-122.71305,37.94916,-122.71305+37.94916,-238057.1355,-4065.211937
Ixodes pacificus,-122.619906,37.962666,-122.619906+37.962666,-229844.7902,-2794.230882
Ixodes pacificus,-122.619906,37.962666,-122.619906+37.962666,-229844.7902,-2794.230882
Ixodes pacificus,-122.619906,37.962666,-122.619906+37.962666,-229844.7902,-2794.230882
Ixodes pacificus,-122.619906,37.962666,-122.619906+37.962666,-229844.7902,-2794.230882
Ixodes pacificus,-122.619906,37.962666,-122.619906+37.962666,-229844.7902,-2794.230882
Ixodes pacificus,-120.0033,37.4333,-120.0033+37.4333,-290.4650322,-64817.65045
Ixodes pacificus,-119.778,37.677,-119.778+37.677,19554.14337,-37703.83171
Ixodes pacificus,-119.6777,37.5472,-119.6777+37.5472,28437.25413,-52107.69861
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.4854,36.236,-121.4854+36.236,-133331.9564,-196849.0131
Ixodes pacificus,-121.504564,36.757136,-121.504564+36.757136,-134132.9602,-138912.9717
Ixodes pacificus,-122.9744,38.9044,-122.9744+38.9044,-257651.5078,102755.1641
Ixodes pacificus,-122.9744,38.9044,-122.9744+38.9044,-257651.5078,102755.1641
Ixodes pacificus,-122.52944,38.54861,-122.52944+38.54861,-220172.4912,62102.89537
Ixodes pacificus,-122.52944,38.54861,-122.52944+38.54861,-220172.4912,62102.89537
Ixodes pacificus,-122.97444,38.90444,-122.97444+38.90444,-257654.8322,102759.7165
Ixodes pacificus,-122.97444,38.90444,-122.97444+38.90444,-257654.8322,102759.7165
Ixodes pacificus,-122.5081,38.53918,-122.5081+38.53918,-218343.1256,61005.68227
Ixodes pacificus,-122.5081,38.53918,-122.5081+38.53918,-218343.1256,61005.68227
Ixodes pacificus,-122.5085,38.5433,-122.5085+38.5433,-218365.8238,61464.41935
Ixodes pacificus,-122.5085,38.5433,-122.5085+38.5433,-218365.8238,61464.41935
Ixodes pacificus,-122.146,38.4934,-122.146+38.4934,-186941.2938,55144.35907
Ixodes pacificus,-122.2868,38.2975,-122.2868+38.2975,-199729.5681,33660.75281
Ixodes pacificus,-122.5268,38.5488,-122.5268+38.5488,-219942.1855,62117.88044
Ixodes pacificus,-122.5268,38.5488,-122.5268+38.5488,-219942.1855,62117.88044
Ixodes pacificus,-122.5268,38.5488,-122.5268+38.5488,-219942.1855,62117.88044
Ixodes pacificus,-122.522,38.5518,-122.522+38.5518,-219515.6022,62440.11479
Ixodes pacificus,-122.5997,38.6527,-122.5997+38.6527,-225969.4928,73834.39048
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799
Ixodes pacificus,-121.1947,39.2916,-121.1947+39.2916,-102959.8281,142395.5774
Ixodes pacificus,-121.09514,39.2923,-121.09514+39.2923,-94379.1056,142369.7487
Ixodes pacificus,-120.9869,39.3301,-120.9869+39.3301,-85007.50644,146467.8406
Ixodes pacificus,-120.9869,39.3301,-120.9869+39.3301,-85007.50644,146467.8406
Ixodes pacificus,-121.19222,39.293226,-121.19222+39.293226,-102743.8372,142573.5729
Ixodes pacificus,-120.91861,39.3669,-120.91861+39.3669,-79085.77674,150498.0802
Ixodes pacificus,-121.04624,39.20319,-121.04624+39.20319,-90274.31275,132419.6112
Ixodes pacificus,-121.19222,39.29326,-121.19222+39.29326,-102743.7896,142577.3511
Ixodes pacificus,-122.105779,39.208746,-122.105779+39.208746,-181672.296,134556.6105
Ixodes pacificus,-122.105779,39.208746,-122.105779+39.208746,-181672.296,134556.6105
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455
Ixodes pacificus,-117.4858,33.3349,-117.4858+33.3349,234203.1536,-516807.7766
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206
Ixodes pacificus,-121.03611,38.91722,-121.03611+38.91722,-89747.60938,100628.5422
Ixodes pacificus,-121.03611,38.91722,-121.03611+38.91722,-89747.60938,100628.5422
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206
Ixodes pacificus,-120.95694,38.97861,-120.95694+38.97861,-82821.20994,107379.4206
Ixodes pacificus,-121.03856,38.9195,-121.03856+38.9195,-89957.04605,100884.2664
Ixodes pacificus,-120.9943,38.9413,-120.9943+38.9413,-86098.05867,103266.0489
Ixodes pacificus,-120.9943,38.9413,-120.9943+38.9413,-86098.05867,103266.0489
Ixodes pacificus,-120.9943,38.9413,-120.9943+38.9413,-86098.05867,103266.0489
Ixodes pacificus,-116.876,33.925,-116.876+33.925,288833.0314,-449727.2879
Ixodes pacificus,-116.851,33.848,-116.851+33.848,291427.1757,-458186.0438
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.39805,33.67111,-117.39805+33.67111,241352.4373,-479329.859
Ixodes pacificus,-117.5,33.8364,-117.5+33.8364,231414.7447,-461261.4781
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.2723,33.5498,-117.2723+33.5498,253400.5019,-492446.351
Ixodes pacificus,-116.6246,33.6265,-116.6246+33.6265,313245.2149,-482011.4653
Ixodes pacificus,-116.621119,33.615881,-116.621119+33.615881,313610.0735,-483176.5784
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488
Ixodes pacificus,-121.211395,38.648568,-121.211395+38.648568,-105311.7145,70949.60074
Ixodes pacificus,-121.211395,38.648568,-121.211395+38.648568,-105311.7145,70949.60074
Ixodes pacificus,-121.211395,38.648568,-121.211395+38.648568,-105311.7145,70949.60074
Ixodes pacificus,-121.503783,36.759939,-121.503783+36.759939,-134058.3975,-138602.5737
Ixodes pacificus,-121.502,36.761,-121.502+36.761,-133897.5914,-138487.1824
Ixodes pacificus,-121.502,36.761,-121.502+36.761,-133897.5914,-138487.1824
Ixodes pacificus,-117.638,34.161,-117.638+34.161,217746.5117,-425594.8865
Ixodes pacificus,-117.416,34.237,-117.416+34.237,237977.361,-416632.282
Ixodes pacificus,-117.70275,33.955,-117.70275+33.955,212332.2448,-448586.3088
Ixodes pacificus,-116.912422,34.087461,-116.912422+34.087461,284880.0373,-431826.4769
Ixodes pacificus,-117.46826,34.22377,-117.46826+34.22377,233204.7699,-418229.4767
Ixodes pacificus,-117.540399,34.253801,-117.540399+34.253801,226474.9844,-415073.547
Ixodes pacificus,-116.525,32.976,-116.525+32.976,325126.0865,-553723.2737
Ixodes pacificus,-116.525,32.976,-116.525+32.976,325126.0865,-553723.2737
Ixodes pacificus,-116.567,32.941,-116.567+32.941,321338.6113,-557741.1426
Ixodes pacificus,-117.3245,33.437,-117.3245+33.437,248905.3321,-505084.1476
Ixodes pacificus,-117.3245,33.437,-117.3245+33.437,248905.3321,-505084.1476
Ixodes pacificus,-117.332,33.299,-117.332+33.299,248638.1657,-520393.5102
Ixodes pacificus,-116.54305,32.83555,-116.54305+32.83555,324005.2059,-569332.3819
Ixodes pacificus,-116.54305,32.83555,-116.54305+32.83555,324005.2059,-569332.3819
Ixodes pacificus,-121.5884,37.6267,-121.5884+37.6267,-139987.0615,-42145.69197
Ixodes pacificus,-121.5884,37.6267,-121.5884+37.6267,-139987.0615,-42145.69197
Ixodes pacificus,-121.5884,37.6267,-121.5884+37.6267,-139987.0615,-42145.69197
Ixodes pacificus,-121.5884,37.6267,-121.5884+37.6267,-139987.0615,-42145.69197
Ixodes pacificus,-120.925,38.218,-120.925+38.218,-80881.78769,22808.87101
Ixodes pacificus,-120.925,38.218,-120.925+38.218,-80881.78769,22808.87101
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756
Ixodes pacificus,-121.552987,37.627252,-121.552987+37.627252,-136865.3353,-42136.04224
Ixodes pacificus,-121.081,35.564,-121.081+35.564,-97885.14724,-271995.4424
Ixodes pacificus,-121.081,35.564,-121.081+35.564,-97885.14724,-271995.4424
Ixodes pacificus,-122.291,37.439,-122.291+37.439,-202402.2588,-61738.42581
Ixodes pacificus,-122.291,37.439,-122.291+37.439,-202402.2588,-61738.42581
Ixodes pacificus,-122.291,37.439,-122.291+37.439,-202402.2588,-61738.42581
Ixodes pacificus,-122.291,37.439,-122.291+37.439,-202402.2588,-61738.42581
Ixodes pacificus,-122.280139,37.472925,-122.280139+37.472925,-201352.2165,-57991.41232
Ixodes pacificus,-122.280139,37.472925,-122.280139+37.472925,-201352.2165,-57991.41232
Ixodes pacificus,-122.280139,37.472925,-122.280139+37.472925,-201352.2165,-57991.41232
Ixodes pacificus,-122.280139,37.472925,-122.280139+37.472925,-201352.2165,-57991.41232
Ixodes pacificus,-122.281319,37.469877,-122.281319+37.469877,-201464.5514,-58327.6358
Ixodes pacificus,-122.281319,37.469877,-122.281319+37.469877,-201464.5514,-58327.6358
Ixodes pacificus,-122.281319,37.469877,-122.281319+37.469877,-201464.5514,-58327.6358
Ixodes pacificus,-122.284291,37.467612,-122.284291+37.467612,-201733.027,-58573.02987
Ixodes pacificus,-122.284291,37.467612,-122.284291+37.467612,-201733.027,-58573.02987
Ixodes pacificus,-122.284291,37.467612,-122.284291+37.467612,-201733.027,-58573.02987
Ixodes pacificus,-122.2541,37.39378,-122.2541+37.39378,-199262.3694,-66841.9527
Ixodes pacificus,-122.2541,37.39378,-122.2541+37.39378,-199262.3694,-66841.9527
Ixodes pacificus,-122.2541,37.39378,-122.2541+37.39378,-199262.3694,-66841.9527
Ixodes pacificus,-122.2541,37.39378,-122.2541+37.39378,-199262.3694,-66841.9527
Ixodes pacificus,-122.2541,37.39378,-122.2541+37.39378,-199262.3694,-66841.9527
Ixodes pacificus,-122.5,37.5468,-122.5+37.5468,-220546.7632,-49292.53528
Ixodes pacificus,-122.241955,37.406028,-122.241955+37.406028,-198156.7531,-65506.26505
Ixodes pacificus,-122.241955,37.406028,-122.241955+37.406028,-198156.7531,-65506.26505
Ixodes pacificus,-122.241955,37.406028,-122.241955+37.406028,-198156.7531,-65506.26505
Ixodes pacificus,-122.291662,37.47817,-122.291662+37.47817,-202355.494,-57383.99225
Ixodes pacificus,-122.255516,37.391155,-122.255516+37.391155,-199394.4622,-67130.69585
Ixodes pacificus,-122.255516,37.391155,-122.255516+37.391155,-199394.4622,-67130.69585
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929
Ixodes pacificus,-120.237,34.488,-120.237+34.488,-21758.6725,-391996.1137
Ixodes pacificus,-122.0767,37.2842,-122.0767+37.2842,-183849.5365,-79378.34245
Ixodes pacificus,-122.0767,37.2842,-122.0767+37.2842,-183849.5365,-79378.34245
Ixodes pacificus,-121.45605,37.1259,-121.45605+37.1259,-129178.74,-97996.49596
Ixodes pacificus,-121.45605,37.1259,-121.45605+37.1259,-129178.74,-97996.49596
Ixodes pacificus,-121.67446,37.26535,-121.67446+37.26535,-148280.3014,-82177.87831
Ixodes pacificus,-121.67446,37.26535,-121.67446+37.26535,-148280.3014,-82177.87831
Ixodes pacificus,-121.45605,37.1259,-121.45605+37.1259,-129178.74,-97996.49596
Ixodes pacificus,-121.45605,37.1259,-121.45605+37.1259,-129178.74,-97996.49596
Ixodes pacificus,-121.45605,37.1259,-121.45605+37.1259,-129178.74,-97996.49596
Ixodes pacificus,-121.46444,37.0769444,-121.46444+37.0769444,-130007.0878,-103426.1273
Ixodes pacificus,-121.4608,37.0742,-121.4608+37.0742,-129688.6662,-103736.133
Ixodes pacificus,-121.704167,37.33389,-121.704167+37.33389,-150773.775,-74513.2418
Ixodes pacificus,-121.706667,37.32333,-121.706667+37.32333,-151016.0666,-75682.94182
Ixodes pacificus,-121.60065,37.166243,-121.60065+37.166243,-141930.6936,-93305.88863
Ixodes pacificus,-122.124538,37.229782,-122.124538+37.229782,-188219.4849,-85332.11628
Ixodes pacificus,-122.124538,37.229782,-122.124538+37.229782,-188219.4849,-85332.11628
Ixodes pacificus,-122.154794,37.310448,-122.154794+37.310448,-190695.7366,-76307.05127
Ixodes pacificus,-121.923,37.0067,-121.923+37.0067,-170869.9953,-110505.2989
Ixodes pacificus,-122.1714,37.0416,-122.1714+37.0416,-192849.4821,-106150.4256
Ixodes pacificus,-122.0471,37.0062,-122.0471+37.0062,-181896.6303,-110329.9852
Ixodes pacificus,-122.0471,37.0062,-122.0471+37.0062,-181896.6303,-110329.9852
Ixodes pacificus,-122.0471,37.0062,-122.0471+37.0062,-181896.6303,-110329.9852
Ixodes pacificus,-122.0471,37.0062,-122.0471+37.0062,-181896.6303,-110329.9852
Ixodes pacificus,-122.00033,36.98755,-122.00033+36.98755,-177785.1788,-112491.2497
Ixodes pacificus,-122.00033,36.98755,-122.00033+36.98755,-177785.1788,-112491.2497
Ixodes pacificus,-122.00033,36.98755,-122.00033+36.98755,-177785.1788,-112491.2497
Ixodes pacificus,-121.90288,37.00277,-121.90288+37.00277,-169091.2101,-110978.1184
Ixodes pacificus,-122.0789,37.0175,-122.0789+37.0175,-184694.2723,-109012.7594
Ixodes pacificus,-122.0789,37.0175,-122.0789+37.0175,-184694.2723,-109012.7594
Ixodes pacificus,-121.9051,37.0145,-121.9051+37.0145,-169262.2578,-109670.5814
Ixodes pacificus,-121.9051,37.0145,-121.9051+37.0145,-169262.2578,-109670.5814
Ixodes pacificus,-121.9051,37.0145,-121.9051+37.0145,-169262.2578,-109670.5814
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238
