"","fveg","aet","cwd","ppt","pptdjf","pptjja","tmn","tmx","tmxjja","tmndjf","longitude","latitude"
"66",3,0.840300023555756,0,41.6523017883301,42.6949005126953,10.9603004455566,-6.14629983901978,5.92869997024536,28.5967998504639,-5.89709997177124,-57951.88021,375203.7702
"67",3,0.444999992847443,0,45.0270004272461,44.8254013061523,15.1985998153687,-5.49130010604858,4.97100019454956,26.7901000976562,-5.3668999671936,-35467.86171,375145.3054
"68",7,0.976700007915497,0,204.629699707031,212.414901733398,15.507399559021,-2.25600004196167,5.40829992294312,25.99880027771,-2.30999994277954,-203216.963,373845.6582
"69",1,3.50830006599426,0,358.575012207031,329.803985595703,13.8930997848511,-1.13469994068146,6.04829978942871,25.9349002838135,-1.21819996833801,-277434.3374,373547.8923
"70",1,0,0,290.839294433594,308.44970703125,17.7837009429932,-4.72529983520508,1.89830005168915,20.2464008331299,-5.12209987640381,-180459.9896,373598.4634
"71",7,0.624000012874603,0,282.969696044922,286.658294677734,19.3290996551514,-2.36800003051758,3.93099999427795,22.8621997833252,-2.58960008621216,-220615.6524,372353.9791
"72",15,1.21070003509521,0,113.612998962402,109.244201660156,12.8989000320435,-2.54130005836487,6.03569984436035,27.1352005004883,-2.27300000190735,-228817.6617,372427.0181
"73",7,12.9580001831055,0,509.763000488281,521.424621582031,47.4926986694336,0.776000022888184,9.41429996490479,26.5976009368896,0.495200008153915,-312565.9417,370258.4493
"74",8,0.784699976444244,0,131.979293823242,136.161102294922,12.7788000106812,-3.79970002174377,5.30530023574829,26.2332992553711,-3.6168999671936,-125195.7081,368495.5439
"75",15,16.1919994354248,0,276.487701416016,280.872406005859,18.9643001556396,2.32800006866455,11.9169998168945,21.1390991210938,2.47359991073608,-340967.9621,366404.1564
"76",7,8.16129970550537,0,308.996307373047,331.935211181641,20.0328006744385,0.531000018119812,7.00869989395142,29.0424003601074,0.275599986314774,-287930.2073,365320.3482
"77",7,1.15869998931885,0,253.938705444336,255.939605712891,16.2061004638672,-4.0366997718811,7.88870000839233,28.5711994171143,-3.78730010986328,-169755.3642,362369.6093
"78",1,0.758000016212463,0,112.382301330566,115.345001220703,10.114800453186,-5.24370002746582,6.83900022506714,28.5445995330811,-4.8846001625061,-136420.4651,358162.7802
"79",15,0.837999999523163,0,73.6932983398438,72.9318008422852,11.9503002166748,-5.6230001449585,6.40399980545044,28.0062999725342,-5.27619981765747,-99579.56009,357014.1975
"80",7,4.08629989624023,0,329.399291992188,335.280609130859,18.4682006835938,-1.33529996871948,6.80070018768311,27.6292991638184,-1.44140005111694,-194418.6884,357017.4318
"81",7,2.90030002593994,0,373.092010498047,350.531799316406,12.9076995849609,-1.35800004005432,6.43400001525879,27.3964004516602,-1.30620002746582,-282594.854,356300.6966
"82",3,0.827300012111664,0,76.8170013427734,77.8451995849609,10.3083000183105,-5.09469985961914,7.14130020141602,29.1282005310059,-4.74860000610352,-122518.2434,356216.4888
"83",3,0.409700006246567,0,41.809700012207,41.0709991455078,17.1112003326416,-6.48969984054565,4.91370010375977,26.1578998565674,-6.35780000686646,-30154.72717,356328.4245
"84",7,1.9433000087738,0,272.098999023438,271.994201660156,16.1725997924805,-3.08669996261597,7.4850001335144,28.5564002990723,-2.8649001121521,-171146.8345,355739.499
"85",15,0.672999978065491,0,228.324295043945,218.380294799805,19.7966003417969,-2.42330002784729,4.21670007705688,23.4270000457764,-2.63229990005493,-241342.8149,353254.8902
"86",7,19.819299697876,0,276.821685791016,281.942810058594,18.4202003479004,3.86669993400574,12.2799997329712,20.5172004699707,3.81990003585815,-345759.2447,351496.0143
"87",3,0.867699980735779,0,68.9832992553711,70.0500030517578,10.1099996566772,-5.0443000793457,7.38600015640259,29.4377994537354,-4.7202000617981,-115038.3537,350810.4966
"88",15,0.87830001115799,0,53.3330001831055,55.915901184082,11.3989000320435,-5.43200016021729,6.5310001373291,28.1637992858887,-5.09859991073608,-91870.06254,350834.2838
"89",7,1.4563000202179,0,273.963714599609,270.886688232422,18.3656005859375,-1.70700001716614,5.09429979324341,27.107400894165,-1.82939994335175,-211916.4716,350732.3467
"90",7,0.752699971199036,0,209.430297851562,221.632705688477,14.6503000259399,-3.93499994277954,5.6382999420166,25.3472995758057,-3.84680008888245,-147057.5415,347943.9874
"91",7,0,0,49.9636993408203,52.1483001708984,16.1084003448486,-7.07800006866455,4.21500015258789,25.1107997894287,-6.95230007171631,-44192.38434,348124.5738
"92",7,17.8292999267578,0,324.221710205078,337.801788330078,19.3983001708984,2.70199990272522,11.08899974823,28.7422008514404,2.61710000038147,-316492.7846,347431.7995
"93",7,0.862999975681305,0,250.062698364258,223.539306640625,19.534200668335,-2.24769997596741,4.65469980239868,25.1350002288818,-2.0673999786377,-264990.8677,345495.4446
"94",7,1.78429996967316,0,268.085296630859,238.233993530273,16.9528007507324,-1.80799996852875,5.47830009460449,26.476900100708,-1.70420002937317,-261543.243,345252.5779
"95",7,0.364699989557266,0,304.019714355469,320.253387451172,19.6949005126953,-4.03599977493286,4.92399978637695,24.7191009521484,-4.02720022201538,-148693.7301,342198.3452
"96",7,21.3799991607666,0,276.772308349609,293.479309082031,17.3568000793457,3.49230003356934,12.8276996612549,23.13330078125,3.45020008087158,-333782.84,340788.9178
"97",1,0.531700015068054,0,292.208709716797,284.337890625,16.7166004180908,-2.58800005912781,4.39699983596802,25.0200004577637,-2.36840009689331,-272772.7942,340847.7958
"98",2,0.834299981594086,0,76.1689987182617,78.9303970336914,9.45310020446777,-5.22870016098022,7.45130014419556,29.5559997558594,-4.80740022659302,-120809.3625,340548.1948
"99",15,17.0590000152588,0,390.311004638672,399.355895996094,25.9276008605957,2.68199992179871,10.7576999664307,28.8027992248535,2.51760005950928,-320499.5493,338822.3629
"100",15,2.0813000202179,0,97,98.4786987304688,10.4689998626709,-2.94000005722046,7.11630010604858,27.8973007202148,-2.77329993247986,-132490.0562,338899.307
"101",4,0,0,65.9462966918945,66.3692016601562,17.3752002716064,-7.2350001335144,3.39330005645752,24.5065994262695,-7.11709976196289,-19439.86234,338314.3077
"102",7,17.8036994934082,0,227.388702392578,255.727600097656,13.3620004653931,2.99270009994507,11.3746995925903,29.315299987793,3.07829999923706,-325148.9259,338497.3463
"103",8,1.36930000782013,0,104.822303771973,107.131103515625,9.68889999389648,-3.89499998092651,7.57999992370605,30.3125991821289,-3.63579988479614,-141372.1897,337883.5851
"104",3,0,0,73.0739974975586,73.2386016845703,18.0231990814209,-7.37230014801025,2.90729999542236,23.6585998535156,-7.27799987792969,-13933.01548,337743.7038
"105",7,0.349299997091293,0,55.7532997131348,56.0441017150879,13.4697999954224,-5.68069982528687,4.96799993515015,26.4976997375488,-5.41459989547729,-76281.95156,334473.2935
"106",7,11.375,0,313.643005371094,327.931304931641,20.1788005828857,0.1807000041008,8.00399971008301,29.228099822998,0.267699986696243,-208037.5431,334312.0438
"107",7,11.1339998245239,0,242.610000610352,243.037796020508,12.0096998214722,-0.645699977874756,8.93430042266846,31.2266998291016,-0.467200011014938,-283638.8993,332715.6681
"108",7,3.07030010223389,0,337.170013427734,354.146392822266,20.5226001739502,-2.29200005531311,7.56169986724854,28.3710994720459,-2.2007999420166,-155206.724,332583.0563
"109",7,20.5126991271973,0,207.272003173828,204.421096801758,14.2201995849609,4.27570009231567,12.7566995620728,17.5664005279541,4.29540014266968,-343826.7194,332090.9604
"110",8,0.432300001382828,0,271.498992919922,271.263000488281,16.4160995483398,-3.44569993019104,4.19199991226196,22.5807991027832,-3.17109990119934,-237913.8742,330361.9503
"111",1,0,0,54.5629997253418,54.6618003845215,13.3352003097534,-6.56629991531372,4.62529993057251,26.1520004272461,-6.32569980621338,-68472.20178,330237.7343
"112",1,0.41729998588562,0,189.017700195312,231.974395751953,21.6742000579834,-3.93269991874695,4.56470012664795,23.3362007141113,-3.58480000495911,-259521.8842,329689.8506
"113",1,0,0,240.500305175781,253.132797241211,24.8551006317139,-4.49329996109009,2.66599988937378,20.0547008514404,-4.09479999542236,-258564.4226,329303.1423
"114",7,12.9729995727539,0,345.415313720703,362.373107910156,19.3964004516602,0.196999996900558,10.4770002365112,30.9810009002686,0.288599997758865,-164480.5078,327160.4741
"115",5,21.2306995391846,0,182.074005126953,183.554397583008,12.4050998687744,4.58769989013672,13.1702995300293,17.9162006378174,4.61289978027344,-344002.1966,324054.2363
"116",7,17.4326992034912,0,245.116302490234,270.549713134766,13.7524003982544,1.7367000579834,11.4743003845215,29.0970993041992,1.92079997062683,-319806.7794,323380.1186
"117",15,0.795700013637543,0,107.427299499512,107.440299987793,9.32339954376221,-4.7810001373291,7.24230003356934,29.8351001739502,-4.43989992141724,-141837.7649,323590.0491
"118",2,21.0716991424561,0,182.434295654297,184.908905029297,12.5623998641968,4.60300016403198,13.1732997894287,17.8213005065918,4.6609001159668,-342309.0419,322612.5029
"119",7,10.2596998214722,0,262.361694335938,271.532806396484,18.218900680542,-0.347299993038177,9.58030033111572,29.9766998291016,-0.301800012588501,-159221.9549,321762.6146
"120",8,18.721700668335,0,208.375305175781,218.643295288086,14.0206003189087,3.31130003929138,12.0227003097534,21.0648002624512,3.4326000213623,-335409.3376,320845.7876
"121",7,2.67869997024536,0,228.450302124023,233.651901245117,7.32310009002686,-1.68599998950958,6.7056999206543,29.7152004241943,-1.53620004653931,-224977.7346,319865.6563
"122",7,2.34570002555847,0,261.514709472656,263.28759765625,19.0631999969482,-2.67330002784729,6.89830017089844,26.2458992004395,-2.71490001678467,-152272.2892,319189.5216
"123",9,4.5753002166748,0,168.419296264648,166.409103393555,9.1786003112793,-1.22630000114441,7.5826997756958,31.2164001464844,-1.10319995880127,-240298.3763,317522.6743
"124",7,3.15100002288818,0,255.533996582031,248.570205688477,17.4552993774414,-2.3617000579834,7.71400022506714,27.4062004089355,-2.31340003013611,-152598.9435,316667.1673
"125",3,0,0,27.5296993255615,28.4727001190186,10.3787002563477,-8.27330017089844,4.01070022583008,26.5827007293701,-7.6956000328064,-29061.973,316242.6015
"126",3,0,0,43.5472984313965,43.3336982727051,11.4191999435425,-8.08570003509521,4.57299995422363,26.6462001800537,-7.53800010681152,-62046.51362,316160.9737
"127",9,NA,NA,164.591995239258,170.313095092773,10.6194000244141,5.41029977798462,13.3326997756958,17.3593006134033,5.41020011901855,-354047.954,315848.6181
"128",3,0.828999996185303,0,81.0402984619141,81.1949005126953,13.1872997283936,-4.03299999237061,6.88100004196167,27.7845993041992,-3.7172999382019,-120292.8514,314087.7258
"129",1,0,0,62.7430000305176,63.0377006530762,18.6007995605469,-5.62769985198975,4.90700006484985,26.3990993499756,-5.3467001914978,-87926.12583,312999.9247
"130",7,14.1737003326416,0,263.105712890625,275.383087158203,16.5419998168945,1.70169997215271,11.3802995681763,33.1766014099121,1.85500001907349,-170043.2353,312420.9986
"131",1,0,0,67.447998046875,68.3666000366211,20.6877002716064,-5.19169998168945,5.4689998626709,25.2283000946045,-5.11829996109009,-88776.33911,311266.9813
"132",7,12.5032997131348,0,323.144989013672,324.829986572266,19.6481990814209,1.38199996948242,8.27229976654053,29.3402004241943,1.34179997444153,-212840.4965,310191.138
"133",5,0,0,34.8190002441406,34.0289993286133,9.3951997756958,-8.14099979400635,4.4246997833252,27.2579002380371,-7.50629997253418,-19424.4442,310222.0838
"134",7,2.44930005073547,0,163.182998657227,157.175994873047,9.71860027313232,-2.00729990005493,6.98769998550415,30.1488990783691,-1.76530003547668,-238876.1438,308806.0443
"135",7,9.75870037078857,0,145.659301757812,146.748092651367,9.83740043640137,-0.178700000047684,8.42529964447021,31.7110004425049,-0.157100006937981,-235981.4652,307471.96
"136",7,0,0,82.7502975463867,71.6592025756836,12.1126003265381,-5.8467001914978,5.3636999130249,24.8181991577148,-5.605299949646,-107691.9226,307308.4144
"137",3,0,0,80.4597015380859,85.6056976318359,14.5234003067017,-7.03599977493286,3.21499991416931,24.8924007415771,-7.17509984970093,-73151.77894,306833.9607
"138",15,18.5790004730225,0,242.827301025391,250.533004760742,14.3871002197266,2.3403000831604,12.0932998657227,33.4432983398438,2.55800008773804,-173975.3636,305821.1344
"139",7,10.350700378418,0,440.576293945312,443.069091796875,31.262300491333,-0.0913000032305717,8.66269969940186,25.5547008514404,-0.340000003576279,-312680.6236,306013.8357
"140",7,9.77770042419434,0,390.111297607422,385.169189453125,23.2548999786377,-0.140000000596046,8.91129970550537,27.2367000579834,-0.284000009298325,-306821.6925,303396.8033
"141",7,7.63129997253418,0,195.565704345703,198.13020324707,12.8247995376587,-1.10130000114441,7.95130014419556,29.7231006622314,-1.02670001983643,-260031.5043,302518.7541
"142",7,7.04729986190796,0,239.267700195312,234.955993652344,11.7782001495361,-0.804300010204315,8.32400035858154,27.9839992523193,-0.819100022315979,-272011.1001,302071.2841
"143",8,0.71969997882843,0,91.5960006713867,87.25830078125,12.1819000244141,-4.72230005264282,6.3112998008728,27.9785995483398,-4.31059980392456,-120338.8809,300682.199
"144",7,22.4116992950439,0,260.611297607422,278.132293701172,14.057900428772,4.54400014877319,12.8002996444702,23.9918003082275,4.36870002746582,-345291.7962,299878.2791
"145",7,18.8806991577148,0,262.901306152344,283.234008789062,13.6153001785278,3.27830004692078,11.3800001144409,23.1758003234863,3.26189994812012,-334242.4021,299428.5146
"146",15,18.797700881958,0,191.369995117188,192.404098510742,10.1372995376587,3.10700011253357,12.9056997299194,34.747200012207,3.47090005874634,-183626.4231,298133.6359
"147",15,19.5867004394531,0,212.245300292969,212.361892700195,11.0127000808716,3.53900003433228,13.0717000961304,34.7649993896484,3.75760006904602,-195388.4777,296833.2437
"148",2,17.4272994995117,0,279.454315185547,294.821594238281,14.9679002761841,1.99100005626678,11.2690000534058,28.3745994567871,2.03780007362366,-321340.8193,293340.2003
"149",7,0,0,120.084297180176,121.804702758789,13.3429002761841,-6.19000005722046,3.38499999046326,24.278299331665,-6.54419994354248,-80266.56759,292930.3411
"150",3,0,0,42.0196990966797,41.2039985656738,9.20670032501221,-6.49529981613159,4.20300006866455,26.5559005737305,-6.34789991378784,-15571.93248,290155.1091
"151",7,0,0,122.702003479004,117.697898864746,13.5068998336792,-5.71969985961914,5.19169998168945,26.363000869751,-5.4734001159668,-120057.8659,290162.9106
"152",7,23.0972995758057,0,233.361999511719,245.965805053711,11.0431003570557,4.0346999168396,12.5129995346069,23.8446006774902,4.04790019989014,-341522.0761,289472.1775
"153",7,2.7720000743866,0,203.926696777344,205.268600463867,14.0671997070312,-1.96099996566772,7.01270008087158,27.8006992340088,-1.94270002841949,-237725.2271,288278.495
"154",3,0.444700002670288,0,34.2303009033203,33.9813995361328,7.31529998779297,-6.81269979476929,5.23330020904541,28.1256999969482,-6.27129983901978,-25355.53225,287309.4481
"155",3,0.447299987077713,0,35.125301361084,34.8653984069824,7.37290000915527,-6.88199996948242,5.34899997711182,28.2766990661621,-6.31470012664795,-26698.06685,287571.2429
"156",10,3.91529989242554,0,175.315994262695,182.052200317383,13.1090002059937,-2.18029999732971,7.89499998092651,27.9720001220703,-2.08310008049011,-146775.5971,284991.9701
"157",3,0.45770001411438,0,40.8406982421875,39.972900390625,6.97279977798462,-6.94299983978271,5.36329984664917,28.7085990905762,-6.37459993362427,-32660.70609,285113.1876
"158",3,0.467000007629395,0,37.2556991577148,36.6115989685059,7.146399974823,-6.88929986953735,5.40100002288818,28.8511009216309,-6.32789993286133,-31174.34888,284522.5245
"159",1,1.84270000457764,0,297.911987304688,303.971893310547,18.7336006164551,-1.8967000246048,5.41529989242554,23.4181003570557,-2.0689001083374,-235697.3355,284769.5244
"160",11,0.432000011205673,0,62.9202995300293,63.8566017150879,8.23169994354248,-7.11469984054565,5.08900022506714,27.9648990631104,-6.53809976577759,-53183.47913,283966.34
"161",1,0,0,198.343307495117,206.122100830078,19.3187999725342,-6.5922999382019,5.38530015945435,23.1704006195068,-6.55170011520386,-121089.9096,283475.5865
"162",1,2.67770004272461,0,359.646697998047,370.983703613281,19.2660999298096,-1.8183000087738,6.48929977416992,23.8780002593994,-2.14079999923706,-297295.1012,282694.0238
"163",7,22.2796993255615,0,232.951995849609,249.376403808594,11.0691003799438,2.78870010375977,11.2569999694824,24.448600769043,2.80690002441406,-328255.2158,280379.3746
"164",2,18.6833000183105,0,181.565002441406,183.102096557617,11.3495998382568,2.04570007324219,11.7853002548218,33.3842010498047,2.24410009384155,-218792.1804,279908.5248
"165",7,0,0,151.824005126953,153.879104614258,16.3607006072998,-7.23929977416992,3.34599995613098,23.5386009216309,-7.45060014724731,-98627.80788,279109.0396
"166",1,0,0,151.429992675781,154.499298095703,14.483099937439,-9.16170024871826,4.25500011444092,25.2758007049561,-8.64200019836426,-90285.91136,278520.5286
"167",7,9.80270004272461,0,158.21369934082,157.506607055664,12.0742998123169,-0.230000004172325,9.72869968414307,30.0203990936279,-0.231099992990494,-162095.4517,278312.645
