"species","longitude","latitude","aet","cwd","ppt","tmn","tmx","tmxjja","pptdjf","fvegrec","mam","brd","rep"
"Ixodes pacificus",-105820.273678,-169084.600996,288.75,990.643005371094,453.739990234375,6.07999992370605,23.36669921875,31.6854000091553,83.8718032836914,6,46,142,24
"Ixodes pacificus",-105820.273678,-169084.600996,288.75,990.643005371094,453.739990234375,6.07999992370605,23.36669921875,31.6854000091553,83.8718032836914,6,46,142,24
"Ixodes pacificus",-105820.273678,-169084.600996,288.75,990.643005371094,453.739990234375,6.07999992370605,23.36669921875,31.6854000091553,83.8718032836914,6,46,142,24
"Ixodes pacificus",-107532.288569,334620.390631,393.653015136719,569.552978515625,474.113006591797,1.52670001983643,18.573299407959,29.3707008361816,63.7167015075684,3,60,165,12
"Ixodes pacificus",-114023.33963,67233.7957646,500.160003662109,807.577026367188,528.390014648438,9.88329982757568,23.2733001708984,32.6675987243652,93.9841995239258,6,39,169,14
"Ixodes pacificus",-114023.33963,67233.7957646,500.160003662109,807.577026367188,528.390014648438,9.88329982757568,23.2733001708984,32.6675987243652,93.9841995239258,6,39,169,14
"Ixodes pacificus",-114023.33963,67233.7957646,500.160003662109,807.577026367188,528.390014648438,9.88329982757568,23.2733001708984,32.6675987243652,93.9841995239258,6,39,169,14
"Ixodes pacificus",-115378.323514,186897.626304,554.242980957031,609.887023925781,1858.02001953125,8.0132999420166,19.5200004577637,28.6961002349854,330.635986328125,7,57,132,19
"Ixodes pacificus",-115378.323514,186897.626304,554.242980957031,609.887023925781,1858.02001953125,8.0132999420166,19.5200004577637,28.6961002349854,330.635986328125,7,57,132,19
"Ixodes pacificus",-115504.722182,145775.308178,421.559997558594,822.119995117188,936.466979980469,9.27999973297119,22.9666996002197,32.9353981018066,161.628997802734,6,48,170,18
"Ixodes pacificus",-120731.371217,135781.187054,355.403015136719,918.632995605469,673.106994628906,10.1466999053955,23.4300003051758,33.0477981567383,117.000999450684,6,44,165,18
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-121151.481223,-65375.7415454,298.472991943359,892.177001953125,398.566986083984,8.77670001983643,22.9832992553711,32.3238983154297,73.4430999755859,6,45,142,24
"Ixodes pacificus",-122491.588589,-26155.1210078,325.837005615234,979.369995117188,327.386993408203,9.36330032348633,24.0300006866455,33.2160987854004,60.0727996826172,11,37,166,9
"Ixodes pacificus",-124348.343151,-108285.665112,383.006988525391,866.460021972656,592.052978515625,9.56669998168945,21.3132991790771,28.8591003417969,112.764999389648,6,47,146,24
"Ixodes pacificus",-124348.343151,-108285.665112,383.006988525391,866.460021972656,592.052978515625,9.56669998168945,21.3132991790771,28.8591003417969,112.764999389648,6,47,146,24
"Ixodes pacificus",-124568.462079,168213.914268,443.643005371094,798.932983398438,1093.19995117188,10.1366996765137,22.8733005523682,32.7932014465332,193.020004272461,6,50,173,18
"Ixodes pacificus",-124568.462079,168213.914268,443.643005371094,798.932983398438,1093.19995117188,10.1366996765137,22.8733005523682,32.7932014465332,193.020004272461,6,50,173,18
"Ixodes pacificus",-124568.462079,168213.914268,443.643005371094,798.932983398438,1093.19995117188,10.1366996765137,22.8733005523682,32.7932014465332,193.020004272461,6,50,173,18
"Ixodes pacificus",-124568.462079,168213.914268,443.643005371094,798.932983398438,1093.19995117188,10.1366996765137,22.8733005523682,32.7932014465332,193.020004272461,6,50,173,18
"Ixodes pacificus",-125786.387447,-222745.435849,336.846984863281,878.3330078125,859.39697265625,7.10330009460449,21.2966995239258,27.5688991546631,174.643005371094,6,49,173,22
"Ixodes pacificus",-127184.682875,331180.818228,269.8330078125,746.846984863281,471.839996337891,2.22329998016357,19.9200000762939,30.9150009155273,65.9637985229492,4,65,153,15
"Ixodes pacificus",-127981.579242,145172.178544,549.546997070312,721.887023925781,659.197021484375,10.1000003814697,23.7332992553711,33.6642990112305,115.101997375488,11,38,171,14
"Ixodes pacificus",-128551.897471,84955.4885581,318.266998291016,984.049987792969,541.419982910156,10.0500001907349,23.4533004760742,32.9366989135742,99.3135986328125,11,37,169,14
"Ixodes pacificus",-128551.897471,84955.4885581,318.266998291016,984.049987792969,541.419982910156,10.0500001907349,23.4533004760742,32.9366989135742,99.3135986328125,11,37,169,14
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-129178.739996,-97996.4959621,338.850006103516,873.85302734375,602.960021972656,9.99330043792725,20.653299331665,29.5729999542236,117.661003112793,6,46,147,24
"Ixodes pacificus",-131693.95609,-193281.493327,298.380004882812,932.679992675781,574.31298828125,5.06669998168945,24.5499992370605,33.0182991027832,107.763999938965,6,49,153,19
"Ixodes pacificus",-131693.95609,-193281.493327,298.380004882812,932.679992675781,574.31298828125,5.06669998168945,24.5499992370605,33.0182991027832,107.763999938965,6,49,153,19
"Ixodes pacificus",-131719.81165,-209876.548052,382.119995117188,862.557006835938,973.059997558594,6.19000005722046,22.63330078125,30.8160991668701,198.100997924805,2,50,173,22
"Ixodes pacificus",-13185.0802828,-444974.026175,296.690002441406,985.929992675781,408.016998291016,9.71669960021973,20.0400009155273,21.5804004669189,80.1171035766602,2,19,114,4
"Ixodes pacificus",-132408.962132,279117.682538,435.002990722656,267.192993164062,1130.19995117188,-1.33669996261597,13.6000003814697,23.224100112915,163.606002807617,1,65,123,11
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-133331.956374,-196849.013077,338.953002929688,929.090026855469,591.429992675781,5.63670015335083,25.1732997894287,33.6363983154297,111.391998291016,8,50,167,22
"Ixodes pacificus",-134132.960189,-138912.971678,385.06298828125,807.719970703125,736.252990722656,6.4032998085022,19.7266998291016,26.4619998931885,137.136993408203,2,47,144,23
"Ixodes pacificus",-138279.288809,-220935.337683,429.006988525391,799.872985839844,664.596984863281,8.16670036315918,17.88330078125,19.3717002868652,131.809997558594,8,48,171,22
"Ixodes pacificus",-138376.189906,190047.057607,411.773010253906,852.940002441406,1264.16003417969,10.6099996566772,22.63330078125,32.665599822998,227.820999145508,2,50,174,17
"Ixodes pacificus",-139987.061508,-42145.6919749,266.779998779297,938.976989746094,402.019989013672,10.8800001144409,21.8500003814697,30.1457004547119,72.495002746582,6,46,152,24
"Ixodes pacificus",-139987.061508,-42145.6919749,266.779998779297,938.976989746094,402.019989013672,10.8800001144409,21.8500003814697,30.1457004547119,72.495002746582,6,46,152,24
"Ixodes pacificus",-139987.061508,-42145.6919749,266.779998779297,938.976989746094,402.019989013672,10.8800001144409,21.8500003814697,30.1457004547119,72.495002746582,6,46,152,24
"Ixodes pacificus",-139987.061508,-42145.6919749,266.779998779297,938.976989746094,402.019989013672,10.8800001144409,21.8500003814697,30.1457004547119,72.495002746582,6,46,152,24
"Ixodes pacificus",-141383.548983,-39242.5657363,308.356994628906,962.77001953125,382.717010498047,10.0666999816895,22.4533004760742,31.1058006286621,69.3218002319336,2,44,143,24
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-141930.693571,-93305.8886322,436.869995117188,791.327026367188,583.299987792969,8.14330005645752,21.7432994842529,28.2604007720947,112.319000244141,2,45,149,25
"Ixodes pacificus",-148280.301363,-82177.8783101,365.153015136719,816.539978027344,605.682983398438,8.69330024719238,19.9067001342773,25.4169998168945,111.055000305176,2,46,148,25
"Ixodes pacificus",-148280.301363,-82177.8783101,365.153015136719,816.539978027344,605.682983398438,8.69330024719238,19.9067001342773,25.4169998168945,111.055000305176,2,46,148,25
"Ixodes pacificus",-148280.301363,-82177.8783101,365.153015136719,816.539978027344,605.682983398438,8.69330024719238,19.9067001342773,25.4169998168945,111.055000305176,2,46,148,25
"Ixodes pacificus",-148938.726504,-46849.6182672,358.769989013672,818.909973144531,567.60302734375,8.5,21.2999992370605,27.8148994445801,104.628997802734,5,47,153,22
"Ixodes pacificus",-150104.306524,207406.867081,412.286987304688,819.346984863281,1355.16003417969,9.80000019073486,21.9633007049561,31.5818004608154,241.548004150391,2,48,170,17
"Ixodes pacificus",-150104.306524,207406.867081,412.286987304688,819.346984863281,1355.16003417969,9.80000019073486,21.9633007049561,31.5818004608154,241.548004150391,2,48,170,17
"Ixodes pacificus",-150104.306524,207406.867081,412.286987304688,819.346984863281,1355.16003417969,9.80000019073486,21.9633007049561,31.5818004608154,241.548004150391,2,48,170,17
"Ixodes pacificus",-150104.306524,207406.867081,412.286987304688,819.346984863281,1355.16003417969,9.80000019073486,21.9633007049561,31.5818004608154,241.548004150391,2,48,170,17
"Ixodes pacificus",-150104.306524,207406.867081,412.286987304688,819.346984863281,1355.16003417969,9.80000019073486,21.9633007049561,31.5818004608154,241.548004150391,2,48,170,17
"Ixodes pacificus",-150104.306524,207406.867081,412.286987304688,819.346984863281,1355.16003417969,9.80000019073486,21.9633007049561,31.5818004608154,241.548004150391,2,48,170,17
"Ixodes pacificus",-150311.388862,247779.65776,499.042999267578,553.732971191406,1095.75,5.25,18.9599990844727,29.3668994903564,175.988006591797,7,58,141,20
"Ixodes pacificus",-150773.774958,-74513.241803,389.709991455078,790.5830078125,625.72998046875,9.82670021057129,19.4967002868652,26.0993003845215,112.819000244141,2,47,151,22
"Ixodes pacificus",-151016.06657,-75682.9418232,507.279998779297,676.973022460938,635.526977539062,9.96000003814697,19.8966999053955,26.4659004211426,114.96900177002,2,47,151,22
"Ixodes pacificus",-15261.7321802,-455231.46834,-9999,-9999,364.243011474609,10.4632997512817,19.7199993133545,21.4950008392334,70.6194000244141,2,19,113,4
"Ixodes pacificus",-153630.123689,135460.351424,325.420013427734,893.140014648438,664.077026367188,9.14330005645752,23.1599998474121,33.0144004821777,119.671997070312,6,39,170,14
"Ixodes pacificus",-156699.550527,-40214.5223068,386.230010986328,862.387023925781,395.076995849609,8.59329986572266,22.5499992370605,29.8708992004395,72.4308013916016,5,48,153,22
"Ixodes pacificus",-156699.550527,-40214.5223068,386.230010986328,862.387023925781,395.076995849609,8.59329986572266,22.5499992370605,29.8708992004395,72.4308013916016,5,48,153,22
"Ixodes pacificus",-157909.942016,274992.455558,698.372985839844,358.207000732422,1058.56005859375,5.17000007629395,18.75,29.0513000488281,165.100997924805,7,59,147,19
"Ixodes pacificus",-159397.105143,-195161.893054,561.440002441406,678.372985839844,784.533020019531,7.72669982910156,20,23.4698009490967,152.231994628906,6,47,170,22
"Ixodes pacificus",-159397.105143,-195161.893054,561.440002441406,678.372985839844,784.533020019531,7.72669982910156,20,23.4698009490967,152.231994628906,6,47,170,22
"Ixodes pacificus",-160822.186546,335430.100007,466.157012939453,563.786987304688,1971.25,4.90670013427734,21.5132999420166,32.8386993408203,337.016998291016,8,64,144,20
"Ixodes pacificus",-160939.214519,-55448.6586929,352.596984863281,828.546997070312,560.747009277344,8.78330039978027,21.4799995422363,27.6937999725342,103.728996276855,2,47,155,22
"Ixodes pacificus",-161211.746616,-102768.87,426.087005615234,765.213012695312,1493.35998535156,9.84000015258789,18.5,25.56130027771,290.855010986328,7,50,182,19
"Ixodes pacificus",-162214.38766,-51906.1228973,356.733001708984,828.122985839844,560.5830078125,9.02330017089844,20.9433002471924,27.1721000671387,103.718002319336,6,47,157,22
"Ixodes pacificus",-162214.38766,-51906.1228973,356.733001708984,828.122985839844,560.5830078125,9.02330017089844,20.9433002471924,27.1721000671387,103.718002319336,6,47,157,22
"Ixodes pacificus",-163698.9795,-119741.735585,455.296997070312,741.343017578125,625.403015136719,8.16329956054688,19.11669921875,20.993200302124,119.186996459961,8,49,187,17
"Ixodes pacificus",-164644.15049,-191077.004784,396.519989013672,797.349975585938,574.280029296875,8.45330047607422,18.4500007629395,19.8178997039795,108.569999694824,7,47,172,22
"Ixodes pacificus",-166316.985035,-42519.1702624,342.782989501953,886.362976074219,559.156982421875,9.09000015258789,21.63330078125,28.6163997650146,104.859001159668,2,48,159,22
"Ixodes pacificus",-169262.257819,-109670.581424,425.903015136719,817.776977539062,842.072998046875,7.58669996261597,21.7733001708984,25.9438991546631,160.869995117188,7,50,187,20
"Ixodes pacificus",-169262.257819,-109670.581424,425.903015136719,817.776977539062,842.072998046875,7.58669996261597,21.7733001708984,25.9438991546631,160.869995117188,7,50,187,20
"Ixodes pacificus",-169262.257819,-109670.581424,425.903015136719,817.776977539062,842.072998046875,7.58669996261597,21.7733001708984,25.9438991546631,160.869995117188,7,50,187,20
"Ixodes pacificus",-169262.257819,-109670.581424,425.903015136719,817.776977539062,842.072998046875,7.58669996261597,21.7733001708984,25.9438991546631,160.869995117188,7,50,187,20
"Ixodes pacificus",-169262.257819,-109670.581424,425.903015136719,817.776977539062,842.072998046875,7.58669996261597,21.7733001708984,25.9438991546631,160.869995117188,7,50,187,20
"Ixodes pacificus",-169353.745884,269973.111487,372.352996826172,815.572998046875,809.843017578125,9.60999965667725,23.676700592041,34.4987983703613,134.147994995117,6,47,169,18
"Ixodes pacificus",-169353.745884,269973.111487,372.352996826172,815.572998046875,809.843017578125,9.60999965667725,23.676700592041,34.4987983703613,134.147994995117,6,47,169,18
"Ixodes pacificus",-170102.152756,-89970.8921839,444.606994628906,692.530029296875,1245.4599609375,9.85330009460449,19.1200008392334,25.9465999603271,243.016998291016,6,46,171,20
"Ixodes pacificus",-170102.152756,-89970.8921839,444.606994628906,692.530029296875,1245.4599609375,9.85330009460449,19.1200008392334,25.9465999603271,243.016998291016,6,46,171,20
"Ixodes pacificus",-172194.094287,-171880.766826,389.872985839844,758.236999511719,513.543029785156,8.9867000579834,17.9699993133545,18.8526000976562,96.6647033691406,7,48,174,22
"Ixodes pacificus",-172194.094287,-171880.766826,389.872985839844,758.236999511719,513.543029785156,8.9867000579834,17.9699993133545,18.8526000976562,96.6647033691406,7,48,174,22
